eligible_trips,recommendations_per_eligible_day,adoption,acceptance,incremental_share,item_price,margin_rate,monthly_cost,coupon_per_accepted_item,impressions,accepted_items,incremental_items,incremental_revenue,coupon_cost,net_monthly_contribution,break_even_incremental_share,capacity_policy,experience
100000,8.0,0.1,0.1,0.1,3.0,0.35,5000.0,0.0,80000.0,8000.0,800.0,2400.0,0.0,-4160.0,0.5952380952380952,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.1,3.0,0.35,5000.0,0.5,80000.0,8000.0,800.0,2400.0,4000.0,-8160.0,1.0714285714285714,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.1,0.2,3.0,0.15,5000.0,0.0,80000.0,8000.0,1600.0,4800.0,0.0,-4280.0,1.3888888888888888,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.2,3.0,0.15,5000.0,0.5,80000.0,8000.0,1600.0,4800.0,4000.0,-8280.0,2.5,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.1,0.2,3.0,0.25,5000.0,0.0,80000.0,8000.0,1600.0,4800.0,0.0,-3800.0,0.8333333333333334,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.2,3.0,0.25,5000.0,0.5,80000.0,8000.0,1600.0,4800.0,4000.0,-7800.0,1.5,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.1,0.2,3.0,0.35,5000.0,0.0,80000.0,8000.0,1600.0,4800.0,0.0,-3320.0,0.5952380952380952,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.2,3.0,0.35,5000.0,0.5,80000.0,8000.0,1600.0,4800.0,4000.0,-7320.0,1.0714285714285714,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.1,0.4,3.0,0.15,5000.0,0.0,80000.0,8000.0,3200.0,9600.0,0.0,-3560.0,1.3888888888888888,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.4,3.0,0.15,5000.0,0.5,80000.0,8000.0,3200.0,9600.0,4000.0,-7560.0,2.5,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.1,0.4,3.0,0.25,5000.0,0.0,80000.0,8000.0,3200.0,9600.0,0.0,-2600.0,0.8333333333333334,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.4,3.0,0.25,5000.0,0.5,80000.0,8000.0,3200.0,9600.0,4000.0,-6600.0,1.5,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.1,0.4,3.0,0.35,5000.0,0.0,80000.0,8000.0,3200.0,9600.0,0.0,-1640.0,0.5952380952380952,Fixed eight,Reminders only
100000,8.0,0.1,0.1,0.4,3.0,0.35,5000.0,0.5,80000.0,8000.0,3200.0,9600.0,4000.0,-5640.0,1.0714285714285714,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.05,3.0,0.15,5000.0,0.0,80000.0,16000.0,800.0,2400.0,0.0,-4640.0,0.6944444444444444,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.05,3.0,0.15,5000.0,0.5,80000.0,16000.0,800.0,2400.0,8000.0,-12640.0,1.8055555555555556,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.05,3.0,0.25,5000.0,0.0,80000.0,16000.0,800.0,2400.0,0.0,-4400.0,0.4166666666666667,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.05,3.0,0.25,5000.0,0.5,80000.0,16000.0,800.0,2400.0,8000.0,-12400.0,1.0833333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.05,3.0,0.35,5000.0,0.0,80000.0,16000.0,800.0,2400.0,0.0,-4160.0,0.2976190476190476,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.05,3.0,0.35,5000.0,0.5,80000.0,16000.0,800.0,2400.0,8000.0,-12160.0,0.7738095238095238,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.1,3.0,0.15,5000.0,0.0,80000.0,16000.0,1600.0,4800.0,0.0,-4280.0,0.6944444444444444,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.1,3.0,0.15,5000.0,0.5,80000.0,16000.0,1600.0,4800.0,8000.0,-12280.0,1.8055555555555556,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.1,3.0,0.25,5000.0,0.0,80000.0,16000.0,1600.0,4800.0,0.0,-3800.0,0.4166666666666667,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.1,3.0,0.25,5000.0,0.5,80000.0,16000.0,1600.0,4800.0,8000.0,-11800.0,1.0833333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.1,3.0,0.35,5000.0,0.0,80000.0,16000.0,1600.0,4800.0,0.0,-3320.0,0.2976190476190476,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.1,3.0,0.35,5000.0,0.5,80000.0,16000.0,1600.0,4800.0,8000.0,-11320.0,0.7738095238095238,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.2,3.0,0.15,5000.0,0.0,80000.0,16000.0,3200.0,9600.0,0.0,-3560.0,0.6944444444444444,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.2,3.0,0.15,5000.0,0.5,80000.0,16000.0,3200.0,9600.0,8000.0,-11560.0,1.8055555555555556,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.2,3.0,0.25,5000.0,0.0,80000.0,16000.0,3200.0,9600.0,0.0,-2600.0,0.4166666666666667,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.2,3.0,0.25,5000.0,0.5,80000.0,16000.0,3200.0,9600.0,8000.0,-10600.0,1.0833333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.2,3.0,0.35,5000.0,0.0,80000.0,16000.0,3200.0,9600.0,0.0,-1640.0,0.2976190476190476,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.2,3.0,0.35,5000.0,0.5,80000.0,16000.0,3200.0,9600.0,8000.0,-9640.0,0.7738095238095238,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.4,3.0,0.15,5000.0,0.0,80000.0,16000.0,6400.0,19200.0,0.0,-2120.0,0.6944444444444444,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.4,3.0,0.15,5000.0,0.5,80000.0,16000.0,6400.0,19200.0,8000.0,-10120.0,1.8055555555555556,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.4,3.0,0.25,5000.0,0.0,80000.0,16000.0,6400.0,19200.0,0.0,-200.0,0.4166666666666667,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.4,3.0,0.25,5000.0,0.5,80000.0,16000.0,6400.0,19200.0,8000.0,-8200.0,1.0833333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.1,0.2,0.4,3.0,0.35,5000.0,0.0,80000.0,16000.0,6400.0,19200.0,0.0,1720.0,0.2976190476190476,Fixed eight,Reminders only
100000,8.0,0.1,0.2,0.4,3.0,0.35,5000.0,0.5,80000.0,16000.0,6400.0,19200.0,8000.0,-6280.0,0.7738095238095238,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.05,3.0,0.15,5000.0,0.0,200000.0,10000.0,500.0,1500.0,0.0,-4775.0,1.1111111111111112,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.05,3.0,0.15,5000.0,0.5,200000.0,10000.0,500.0,1500.0,5000.0,-9775.0,2.2222222222222223,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.05,3.0,0.25,5000.0,0.0,200000.0,10000.0,500.0,1500.0,0.0,-4625.0,0.6666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.05,3.0,0.25,5000.0,0.5,200000.0,10000.0,500.0,1500.0,5000.0,-9625.0,1.3333333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.05,3.0,0.35,5000.0,0.0,200000.0,10000.0,500.0,1500.0,0.0,-4475.0,0.47619047619047616,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.05,3.0,0.35,5000.0,0.5,200000.0,10000.0,500.0,1500.0,5000.0,-9475.0,0.9523809523809523,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.1,3.0,0.15,5000.0,0.0,200000.0,10000.0,1000.0,3000.0,0.0,-4550.0,1.1111111111111112,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.1,3.0,0.15,5000.0,0.5,200000.0,10000.0,1000.0,3000.0,5000.0,-9550.0,2.2222222222222223,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.1,3.0,0.25,5000.0,0.0,200000.0,10000.0,1000.0,3000.0,0.0,-4250.0,0.6666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.1,3.0,0.25,5000.0,0.5,200000.0,10000.0,1000.0,3000.0,5000.0,-9250.0,1.3333333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.1,3.0,0.35,5000.0,0.0,200000.0,10000.0,1000.0,3000.0,0.0,-3950.0,0.47619047619047616,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.1,3.0,0.35,5000.0,0.5,200000.0,10000.0,1000.0,3000.0,5000.0,-8950.0,0.9523809523809523,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.2,3.0,0.15,5000.0,0.0,200000.0,10000.0,2000.0,6000.0,0.0,-4100.0,1.1111111111111112,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.2,3.0,0.15,5000.0,0.5,200000.0,10000.0,2000.0,6000.0,5000.0,-9100.0,2.2222222222222223,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.2,3.0,0.25,5000.0,0.0,200000.0,10000.0,2000.0,6000.0,0.0,-3500.0,0.6666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.2,3.0,0.25,5000.0,0.5,200000.0,10000.0,2000.0,6000.0,5000.0,-8500.0,1.3333333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.2,3.0,0.35,5000.0,0.0,200000.0,10000.0,2000.0,6000.0,0.0,-2900.0,0.47619047619047616,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.2,3.0,0.35,5000.0,0.5,200000.0,10000.0,2000.0,6000.0,5000.0,-7900.0,0.9523809523809523,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.4,3.0,0.15,5000.0,0.0,200000.0,10000.0,4000.0,12000.0,0.0,-3200.0,1.1111111111111112,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.4,3.0,0.15,5000.0,0.5,200000.0,10000.0,4000.0,12000.0,5000.0,-8200.0,2.2222222222222223,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.4,3.0,0.25,5000.0,0.0,200000.0,10000.0,4000.0,12000.0,0.0,-2000.0,0.6666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.4,3.0,0.25,5000.0,0.5,200000.0,10000.0,4000.0,12000.0,5000.0,-7000.0,1.3333333333333333,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.05,0.4,3.0,0.35,5000.0,0.0,200000.0,10000.0,4000.0,12000.0,0.0,-800.0,0.47619047619047616,Fixed eight,Reminders only
100000,8.0,0.25,0.05,0.4,3.0,0.35,5000.0,0.5,200000.0,10000.0,4000.0,12000.0,5000.0,-5800.0,0.9523809523809523,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.05,3.0,0.15,5000.0,0.0,200000.0,20000.0,1000.0,3000.0,0.0,-4550.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.05,3.0,0.15,5000.0,0.5,200000.0,20000.0,1000.0,3000.0,10000.0,-14550.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.05,3.0,0.25,5000.0,0.0,200000.0,20000.0,1000.0,3000.0,0.0,-4250.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.05,3.0,0.25,5000.0,0.5,200000.0,20000.0,1000.0,3000.0,10000.0,-14250.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.05,3.0,0.35,5000.0,0.0,200000.0,20000.0,1000.0,3000.0,0.0,-3950.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.05,3.0,0.35,5000.0,0.5,200000.0,20000.0,1000.0,3000.0,10000.0,-13950.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.1,3.0,0.15,5000.0,0.0,200000.0,20000.0,2000.0,6000.0,0.0,-4100.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.1,3.0,0.15,5000.0,0.5,200000.0,20000.0,2000.0,6000.0,10000.0,-14100.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.1,3.0,0.25,5000.0,0.0,200000.0,20000.0,2000.0,6000.0,0.0,-3500.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.1,3.0,0.25,5000.0,0.5,200000.0,20000.0,2000.0,6000.0,10000.0,-13500.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.1,3.0,0.35,5000.0,0.0,200000.0,20000.0,2000.0,6000.0,0.0,-2900.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.1,3.0,0.35,5000.0,0.5,200000.0,20000.0,2000.0,6000.0,10000.0,-12900.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.2,3.0,0.15,5000.0,0.0,200000.0,20000.0,4000.0,12000.0,0.0,-3200.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.2,3.0,0.15,5000.0,0.5,200000.0,20000.0,4000.0,12000.0,10000.0,-13200.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.2,3.0,0.25,5000.0,0.0,200000.0,20000.0,4000.0,12000.0,0.0,-2000.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.2,3.0,0.25,5000.0,0.5,200000.0,20000.0,4000.0,12000.0,10000.0,-12000.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.2,3.0,0.35,5000.0,0.0,200000.0,20000.0,4000.0,12000.0,0.0,-800.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.2,3.0,0.35,5000.0,0.5,200000.0,20000.0,4000.0,12000.0,10000.0,-10800.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.4,3.0,0.15,5000.0,0.0,200000.0,20000.0,8000.0,24000.0,0.0,-1400.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.4,3.0,0.15,5000.0,0.5,200000.0,20000.0,8000.0,24000.0,10000.0,-11400.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.4,3.0,0.25,5000.0,0.0,200000.0,20000.0,8000.0,24000.0,0.0,1000.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.4,3.0,0.25,5000.0,0.5,200000.0,20000.0,8000.0,24000.0,10000.0,-9000.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.1,0.4,3.0,0.35,5000.0,0.0,200000.0,20000.0,8000.0,24000.0,0.0,3400.0,0.23809523809523808,Fixed eight,Reminders only
100000,8.0,0.25,0.1,0.4,3.0,0.35,5000.0,0.5,200000.0,20000.0,8000.0,24000.0,10000.0,-6600.0,0.7142857142857143,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.05,3.0,0.15,5000.0,0.0,200000.0,40000.0,2000.0,6000.0,0.0,-4100.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.05,3.0,0.15,5000.0,0.5,200000.0,40000.0,2000.0,6000.0,20000.0,-24100.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.05,3.0,0.25,5000.0,0.0,200000.0,40000.0,2000.0,6000.0,0.0,-3500.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.05,3.0,0.25,5000.0,0.5,200000.0,40000.0,2000.0,6000.0,20000.0,-23500.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.05,3.0,0.35,5000.0,0.0,200000.0,40000.0,2000.0,6000.0,0.0,-2900.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.05,3.0,0.35,5000.0,0.5,200000.0,40000.0,2000.0,6000.0,20000.0,-22900.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.1,3.0,0.15,5000.0,0.0,200000.0,40000.0,4000.0,12000.0,0.0,-3200.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.1,3.0,0.15,5000.0,0.5,200000.0,40000.0,4000.0,12000.0,20000.0,-23200.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.1,3.0,0.25,5000.0,0.0,200000.0,40000.0,4000.0,12000.0,0.0,-2000.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.1,3.0,0.25,5000.0,0.5,200000.0,40000.0,4000.0,12000.0,20000.0,-22000.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.1,3.0,0.35,5000.0,0.0,200000.0,40000.0,4000.0,12000.0,0.0,-800.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.1,3.0,0.35,5000.0,0.5,200000.0,40000.0,4000.0,12000.0,20000.0,-20800.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.2,3.0,0.15,5000.0,0.0,200000.0,40000.0,8000.0,24000.0,0.0,-1400.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.2,3.0,0.15,5000.0,0.5,200000.0,40000.0,8000.0,24000.0,20000.0,-21400.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.2,3.0,0.25,5000.0,0.0,200000.0,40000.0,8000.0,24000.0,0.0,1000.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.2,3.0,0.25,5000.0,0.5,200000.0,40000.0,8000.0,24000.0,20000.0,-19000.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.2,3.0,0.35,5000.0,0.0,200000.0,40000.0,8000.0,24000.0,0.0,3400.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.2,3.0,0.35,5000.0,0.5,200000.0,40000.0,8000.0,24000.0,20000.0,-16600.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.4,3.0,0.15,5000.0,0.0,200000.0,40000.0,16000.0,48000.0,0.0,2200.0,0.2777777777777778,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.4,3.0,0.15,5000.0,0.5,200000.0,40000.0,16000.0,48000.0,20000.0,-17800.0,1.3888888888888888,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.4,3.0,0.25,5000.0,0.0,200000.0,40000.0,16000.0,48000.0,0.0,7000.0,0.16666666666666666,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.4,3.0,0.25,5000.0,0.5,200000.0,40000.0,16000.0,48000.0,20000.0,-13000.0,0.8333333333333334,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.25,0.2,0.4,3.0,0.35,5000.0,0.0,200000.0,40000.0,16000.0,48000.0,0.0,11800.0,0.11904761904761904,Fixed eight,Reminders only
100000,8.0,0.25,0.2,0.4,3.0,0.35,5000.0,0.5,200000.0,40000.0,16000.0,48000.0,20000.0,-8200.0,0.5952380952380952,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.05,3.0,0.15,5000.0,0.0,400000.0,20000.0,1000.0,3000.0,0.0,-4550.0,0.5555555555555556,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.05,3.0,0.15,5000.0,0.5,400000.0,20000.0,1000.0,3000.0,10000.0,-14550.0,1.6666666666666667,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.05,3.0,0.25,5000.0,0.0,400000.0,20000.0,1000.0,3000.0,0.0,-4250.0,0.3333333333333333,Fixed eight,Reminders only
100000,8.0,0.5,0.05,0.05,3.0,0.25,5000.0,0.5,400000.0,20000.0,1000.0,3000.0,10000.0,-14250.0,1.0,Fixed eight,Reminders plus $0.50 coupon
100000,8.0,0.5,0.05,0.05,3.0,0.35,5000.0,0.0,400000.0,20000.0,1000.0,3000.0,0.0,-3950.0,0.23809523809523808,Fixed eight,Reminders only
